location_no,property_jibun_juso,property_doro_juso,zipcode,x_coordinate,y_coordinate,formated_price,jibun_juso
5367,성북구 하월곡동 90-761,서울 성북구 화랑로1길 54,2739,127.033357020093,37.6056130388579,3.80,서울특별시성북구 하월곡동 90-761
5368,성북구 하월곡동 90-861,서울 성북구 화랑로1길 48,2739,127.033228561749,37.6052828622772,2.24,서울특별시성북구 하월곡동 90-861
5369,송파구 가락동 102,서울 송파구 송파대로 220,5831,127.121735961606,37.4896792863336,11.20,서울특별시송파구 가락동 102
5370,송파구 가락동 119-17,서울 송파구 중대로12길 30,5832,127.124662112462,37.492346098749,3.28,서울특별시송파구 가락동 119-17
5371,송파구 가락동 120-4,서울 송파구 송이로 166,5832,127.125513034593,37.4918791069932,7.45,서울특별시송파구 가락동 120-4
5372,송파구 가락동 127-2,서울 송파구 송이로27길 7-13,5827,127.125440027255,37.4938641922854,2.25,서울특별시송파구 가락동 127-2
5373,송파구 가락동 130-5,서울 송파구 동남로9길 25,5827,127.126710654507,37.4942995541319,4.15,서울특별시송파구 가락동 130-5
5374,송파구 가락동 138,서울 송파구 동남로 169,5826,127.128586141162,37.4937946759827,11.80,서울특별시송파구 가락동 138
5375,송파구 가락동 140,서울 송파구 동남로 189,5823,127.128117809357,37.4955429569204,13.30,서울특별시송파구 가락동 140
5376,송파구 가락동 142-2,서울 송파구 중대로16길 9-6,5825,127.126294399485,37.4959088367082,2.74,서울특별시송파구 가락동 142-2
5377,송파구 가락동 145-14,서울 송파구 중대로14길 11,5825,127.12526357983,37.4950576723935,2.80,서울특별시송파구 가락동 145-14
5378,송파구 가락동 149-13,서울 송파구 동남로9길 55,5824,127.126106983359,37.4967611183999,3.00,서울특별시송파구 가락동 149-13
5379,송파구 가락동 159-8,서울 송파구 송이로 78,5707,127.119612577085,37.498917132057,2.90,서울특별시송파구 가락동 159-8
5380,송파구 가락동 16-12,서울 송파구 양재대로66길 43,5703,127.125661999401,37.4999354756416,7.00,서울특별시송파구 가락동 16-12
5381,송파구 가락동 161-2,서울 송파구 오금로 370,5819,127.130248978129,37.5000412408309,7.30,서울특별시송파구 가락동 161-2
5382,송파구 가락동 165,서울 송파구 동남로 225,5820,127.13209665739,37.4981915870374,17.00,서울특별시송파구 가락동 165
5383,송파구 가락동 166-10,서울 송파구 동남로 234,5769,127.133375072455,37.4973473497595,8.00,서울특별시송파구 가락동 166-10
5384,송파구 가락동 166-6,서울 송파구 동남로 240-6,5769,127.133834761886,37.4977257028395,6.05,서울특별시송파구 가락동 166-6
5385,송파구 가락동 168-8,서울 송파구 오금로44나길 4,5769,127.134554200549,37.4962675985999,2.55,서울특별시송파구 가락동 168-8
5386,송파구 가락동 171,서울 송파구 오금로44가길 13,5769,127.134410041798,37.4976055763328,3.08,서울특별시송파구 가락동 171
5387,송파구 가락동 173-4,서울 송파구 오금로44가길 7-25,5769,127.134020969509,37.496561392093,5.80,서울특별시송파구 가락동 173-4
5388,송파구 가락동 174-4,서울 송파구 오금로44길 17,5769,127.134986591169,37.4960556392064,2.15,서울특별시송파구 가락동 174-4
5389,송파구 가락동 176,서울 송파구 오금로 432,5770,127.136772941986,37.4953567464389,14.95,서울특별시송파구 가락동 176
5390,송파구 가락동 177-2,서울 송파구 동남로20길 51-6,5770,127.137047104598,37.4940229394413,5.00,서울특별시송파구 가락동 177-2
5391,송파구 가락동 180-23,서울 송파구 동남로20길 50-5,5782,127.136603339408,37.4936299839024,2.45,서울특별시송파구 가락동 180-23
5392,송파구 가락동 181-5,서울 송파구 동남로20길 42-1,5782,127.135948663163,37.4942850499203,4.25,서울특별시송파구 가락동 181-5
5393,송파구 가락동 192,서울 송파구 동남로 208,5783,127.132676564288,37.4956974031715,16.40,서울특별시송파구 가락동 192
5394,송파구 가락동 199,서울 송파구 문정로 125,5785,127.133552353412,37.4919921086305,13.30,서울특별시송파구 가락동 199
5395,송파구 가락동 21-6,서울 송파구 송이로15길 31,5705,127.122290698494,37.5015357756159,11.90,서울특별시송파구 가락동 21-6
5396,송파구 가락동 29,서울 송파구 오금로34길 29,5705,127.123516324904,37.5011540960049,4.18,서울특별시송파구 가락동 29
5397,송파구 가락동 478,서울 송파구 송파대로37길 29,5698,127.108815865347,37.5002551124329,15.30,서울특별시송파구 가락동 478
5398,송파구 가락동 51-1,서울 송파구 송이로17길 10,5714,127.122461386155,37.4983700057373,12.65,서울특별시송파구 가락동 51-1
5399,송파구 가락동 52,서울 송파구 송이로19길 15,5714,127.122779783965,37.4981289264845,13.60,서울특별시송파구 가락동 52
5400,송파구 가락동 53,서울 송파구 송이로21길 23,5716,127.123475143395,37.4977102251011,10.85,서울특별시송파구 가락동 53
5401,송파구 가락동 54,서울 송파구 송이로19길 12-3,5716,127.123155130375,37.4975162121635,11.05,서울특별시송파구 가락동 54
5402,송파구 가락동 6-3,서울 송파구 오금로34길 12-19,5700,127.123648860908,37.5028643356573,6.30,서울특별시송파구 가락동 6-3
5403,송파구 가락동 6-8,서울 송파구 양재대로68길 9,5700,127.123582230477,37.5027160999342,6.80,서울특별시송파구 가락동 6-8
5404,송파구 가락동 70-19,서울 송파구 송이로 88,5707,127.118580429262,37.4994928340784,10.55,서울특별시송파구 가락동 70-19
5405,송파구 가락동 77-4,서울 송파구 송파대로28길 43,5717,127.122150044483,37.4957238030259,2.75,서울특별시송파구 가락동 77-4
5406,송파구 가락동 78-1,서울 송파구 중대로 127,5717,127.121927507127,37.4948258197176,4.90,서울특별시송파구 가락동 78-1
5407,송파구 가락동 79-4,서울 송파구 송파대로28길 20,5718,127.12023369819,37.4941470255408,1.30,서울특별시송파구 가락동 79-4
5408,송파구 가락동 79-5,서울 송파구 송파대로28길 24,5718,127.120560656691,37.4943139191365,1.05,서울특별시송파구 가락동 79-5
5409,송파구 가락동 8,서울 송파구 오금로 306,5701,127.126120548077,37.5028765892116,13.35,서울특별시송파구 가락동 8
5410,송파구 가락동 8-1,서울 송파구 중대로23길 20,5701,127.125780068774,37.5026345818507,5.70,서울특별시송파구 가락동 8-1
5411,송파구 가락동 913,서울 송파구 송파대로 345,5698,127.107103026758,37.4974199508211,23.70,서울특별시송파구 가락동 913
5412,송파구 가락동 92-7,서울 송파구 양재대로60길 15,5711,127.117577064705,37.4977357943828,6.00,서울특별시송파구 가락동 92-7
5413,송파구 가락동 95,서울 송파구 송파대로32길 33,5709,127.116289143694,37.4978926729313,17.65,서울특별시송파구 가락동 95
5414,송파구 가락동 95-1,서울 송파구 송파대로32길 15,5710,127.116362425198,37.496363142953,12.10,서울특별시송파구 가락동 95-1
5415,송파구 가락동 96-1,서울 송파구 송파대로32길 8,5711,127.117796965622,37.4966230130343,15.70,서울특별시송파구 가락동 96-1
5416,송파구 가락동 98-7,서울 송파구 송파대로28길 13,5719,127.119424467044,37.4942730862519,1.04,서울특별시송파구 가락동 98-7
5417,송파구 거여동 13,서울 송파구 오금로53길 13-13,5743,127.14125509295,37.4962635606617,2.69,서울특별시송파구 거여동 13
5418,송파구 거여동 178-139,서울 송파구 거마로 29,5735,127.145076879154,37.4956804833188,3.59,서울특별시송파구 거여동 178-139
5419,송파구 거여동 290,서울 송파구 양산로8길 4,5779,127.144586186705,37.4909745878818,7.95,서울특별시송파구 거여동 290
5420,송파구 거여동 291,서울 송파구 양산로8길 18,5778,127.146222224424,37.4902488856659,12.80,서울특별시송파구 거여동 291
5421,송파구 거여동 293,서울 송파구 양산로4길 8,5787,127.143843840676,37.4893221464139,6.00,서울특별시송파구 거여동 293
5422,송파구 거여동 294,서울 송파구 양산로4길 16,5788,127.145300427878,37.4888423797669,9.50,서울특별시송파구 거여동 294
5423,송파구 거여동 356,서울 송파구 오금로56길 16,5771,127.14218194548,37.4927531195922,10.15,서울특별시송파구 거여동 356
5424,송파구 거여동 362,서울 송파구 오금로54길 10,5771,127.141031891927,37.4928499146725,8.35,서울특별시송파구 거여동 362
5425,송파구 거여동 46,서울 송파구 거마로 41,5735,127.145041452166,37.4969503144817,8.75,서울특별시송파구 거여동 46
5426,송파구 거여동 545-7,서울 송파구 오금로64가길 7-1,5774,127.148293145388,37.4923998905247,6.50,서울특별시송파구 거여동 545-7
5427,송파구 거여동 566-7,서울 송파구 양산로 38-7,5773,127.144532938157,37.4922709313134,4.85,서울특별시송파구 거여동 566-7
5428,송파구 거여동 593,서울 송파구 오금로56길 28,5771,127.143334747093,37.4922023828858,12.10,서울특별시송파구 거여동 593
5429,송파구 거여동 604-2,서울 송파구 위례서로 244,5790,127.142144182511,37.4863112352834,2.00,서울특별시송파구 거여동 604-2
5430,송파구 거여동 604-3,서울 송파구 위례서로 240,5790,127.141969488077,37.4858913956217,7.00,서울특별시송파구 거여동 604-3
5431,송파구 거여동 696,서울 송파구 오금로 551,5764,127.150146674183,37.4939016894152,13.50,서울특별시송파구 거여동 696
5432,송파구 거여동 697,서울 송파구 거마로 56,5767,127.14746026978,37.4959950468936,13.50,서울특별시송파구 거여동 697
5433,송파구 마천동 1-18,서울 송파구 성내천로23가길 14-10,5732,127.145115202762,37.5025702451366,2.83,서울특별시송파구 마천동 1-18
5434,송파구 마천동 1-28,서울 송파구 성내천로23가길 17,5732,127.144503575213,37.5028540906595,3.80,서울특별시송파구 마천동 1-28
5435,송파구 마천동 128-108,서울 송파구 거마로20길 44,5757,127.150559653856,37.4959347345677,6.10,서울특별시송파구 마천동 128-108
5436,송파구 마천동 128-29,서울 송파구 마천로 299-9,5757,127.149583998533,37.4964024247215,5.00,서울특별시송파구 마천동 128-29
5437,송파구 마천동 13-4,서울 송파구 거마로27길 40,5732,127.144975924232,37.5016615723575,2.40,서울특별시송파구 마천동 13-4
5438,송파구 마천동 14-21,서울 송파구 성내천로23길 28-16,5732,127.144268619226,37.502117535951,4.75,서울특별시송파구 마천동 14-21
5439,송파구 마천동 17-1,서울 송파구 성내천로23길 33,5733,127.143450502797,37.5016427114637,2.10,서울특별시송파구 마천동 17-1
5440,송파구 마천동 181,서울 송파구 마천로 315,5758,127.150958229152,37.4951826968375,5.80,서울특별시송파구 마천동 181
5441,송파구 마천동 2,서울 송파구 성내천로23가길 14-5,5732,127.144824723406,37.5026000644785,4.05,서울특별시송파구 마천동 2
5442,송파구 마천동 20-3,서울 송파구 마천로35길 15-9,5733,127.145110941094,37.500777250194,3.48,서울특별시송파구 마천동 20-3
5443,송파구 마천동 207-23,서울 송파구 성내천로43가길 7-1,5749,127.155006405798,37.4959221360706,7.60,서울특별시송파구 마천동 207-23
5444,송파구 마천동 25-6,서울 송파구 마천로 229,5733,127.14347703131,37.5003764064919,2.45,서울특별시송파구 마천동 25-6
5445,송파구 마천동 26-15,서울 송파구 마천로31길 6,5733,127.143046253331,37.5010784516178,2.75,서울특별시송파구 마천동 26-15
5446,송파구 마천동 26-8,서울 송파구 마천로31길 4,5733,127.142960653774,37.5009652988818,2.65,서울특별시송파구 마천동 26-8
5447,송파구 마천동 271-71,서울 송파구 성내천로43바길 35,5761,127.158135299361,37.4930212547175,6.15,서울특별시송파구 마천동 271-71
5448,송파구 마천동 277-38,서울 송파구 감이남로 6-6,5762,127.158058267955,37.4907557770365,7.00,서울특별시송파구 마천동 277-38
5449,송파구 마천동 283-11,서울 송파구 성내천로43라길 28,5761,127.15697583618,37.4932606666763,7.75,서울특별시송파구 마천동 283-11
5450,송파구 마천동 319,서울 송파구 성내천로 314,5763,127.155368155079,37.4932452222868,8.60,서울특별시송파구 마천동 319
5451,송파구 마천동 346-12,서울 송파구 성내천로33길 12-1,5747,127.153404197921,37.5004896225969,5.00,서울특별시송파구 마천동 346-12
5452,송파구 마천동 354-19,서울 송파구 성내천로41길 11,5749,127.155239797387,37.497172605845,6.30,서울특별시송파구 마천동 354-19
5453,송파구 마천동 355-3,서울 송파구 성내천로41길 16,5749,127.155751229362,37.4972561767058,7.50,서울특별시송파구 마천동 355-3
5454,송파구 마천동 360-3,서울 송파구 성내천로43라길 1,5760,127.156570934505,37.4955527328029,7.27,서울특별시송파구 마천동 360-3
5455,송파구 마천동 363-2,서울 송파구 성내천로47길 3-9,5760,127.155473355836,37.4948996015075,9.50,서울특별시송파구 마천동 363-2
5456,송파구 마천동 370-6,서울 송파구 성내천로43바길 28,5760,127.157792321663,37.4937156683194,7.70,서울특별시송파구 마천동 370-6
5457,송파구 마천동 566-1,서울 송파구 감이남로 15,5762,127.158284237565,37.4917950558734,7.50,서울특별시송파구 마천동 566-1
5458,송파구 마천동 569-2,서울 송파구 성내천로 333-9,5762,127.157660108901,37.4915532493714,5.10,서울특별시송파구 마천동 569-2
5459,송파구 마천동 576,서울 송파구 성내천로 211,5746,127.15203942412,37.5003219980014,6.60,서울특별시송파구 마천동 576
5460,송파구 마천동 582,서울 송파구 성내천로37길 37,5748,127.159109968729,37.4989573942833,8.35,서울특별시송파구 마천동 582
5461,송파구 마천동 607,서울 송파구 성내천로47길 38,5748,127.158847774957,37.4957810716091,8.40,서울특별시송파구 마천동 607
5462,송파구 문정동 1,서울 송파구 문정로 83,5794,127.130293454812,37.4906216221509,16.80,서울특별시송파구 문정동 1
5463,송파구 문정동 105-13,서울 송파구 새말로15길 16-16,5801,127.130098119644,37.4862221287268,3.40,서울특별시송파구 문정동 105-13
5464,송파구 문정동 108-4,서울 송파구 새말로17길 16-14,5800,127.130930999654,37.486943636529,3.88,서울특별시송파구 문정동 108-4
5465,송파구 문정동 109-7,서울 송파구 새말로19길 11,5800,127.131500029084,37.4869144426194,5.85,서울특별시송파구 문정동 109-7
5466,송파구 문정동 113-4,서울 송파구 송이로 260,5799,127.133337826394,37.4864469223312,3.45,서울특별시송파구 문정동 113-4
5467,송파구 문정동 117,서울 송파구 송이로 257,5798,127.133272419016,37.4871169853133,10.40,서울특별시송파구 문정동 117
5468,송파구 문정동 136,서울 송파구 송이로31길 20,5798,127.13327910565,37.489416888957,12.00,서울특별시송파구 문정동 136
5469,송파구 문정동 145,서울 송파구 송이로31길 52,5786,127.135334557332,37.4906077558731,4.80,서울특별시송파구 문정동 145
5470,송파구 문정동 15,서울 송파구 문정로5길 13,5797,127.128466843144,37.4876553444052,6.35,서울특별시송파구 문정동 15
5471,송파구 문정동 150,서울 송파구 중대로 24,5834,127.114377260406,37.4885199252165,25.20,서울특별시송파구 문정동 150
5472,송파구 문정동 18,서울 송파구 문정로 55,5797,127.128105384944,37.4868780773275,12.00,서울특별시송파구 문정동 18
5473,송파구 문정동 19,서울 송파구 송이로32길 37,5797,127.127290087089,37.4868398548048,9.35,서울특별시송파구 문정동 19
5474,송파구 문정동 22-8,서울 송파구 동남로8길 26-7,5803,127.126861148962,37.4886069214159,5.00,서울특별시송파구 문정동 22-8
5475,송파구 문정동 28-6,서울 송파구 동남로6길 3-14,5804,127.124918553289,37.4900254647718,3.99,서울특별시송파구 문정동 28-6
5476,송파구 문정동 3,서울 송파구 동남로 160,5795,127.128143359737,37.4915680488385,13.75,서울특별시송파구 문정동 3
5477,송파구 문정동 33,서울 송파구 동남로6길 27,5803,127.125406519333,37.4879583074999,4.85,서울특별시송파구 문정동 33
5478,송파구 문정동 33-11,서울 송파구 동남로6길 29-19,5803,127.126287290601,37.4878585288051,3.18,서울특별시송파구 문정동 33-11
5479,송파구 문정동 36-5,서울 송파구 동남로8길 30-46,5803,127.126230286806,37.4869082971318,5.94,서울특별시송파구 문정동 36-5
5480,송파구 문정동 40-16,서울 송파구 문정로1길 16,5806,127.124432062333,37.4876128103642,1.75,서울특별시송파구 문정동 40-16
5481,송파구 문정동 56,서울 송파구 송파대로20길 4,5807,127.123198693919,37.4856213443483,1.05,서울특별시송파구 문정동 56
5482,송파구 문정동 60-8,서울 송파구 문정로4길 10-33,5807,127.124429595774,37.4853075849162,3.60,서울특별시송파구 문정동 60-8
5483,송파구 문정동 618,서울 송파구 송파대로 111,5837,127.12366621502,37.4806047633012,1.98,서울특별시송파구 문정동 618
5484,송파구 문정동 62-5,서울 송파구 송파대로20길 28,5807,127.125888204464,37.485667884485,7.70,서울특별시송파구 문정동 62-5
5485,송파구 문정동 620,서울 송파구 새말로 62,5841,127.121248224395,37.4807635042424,2.35,서울특별시송파구 문정동 620
5486,송파구 문정동 622,서울 송파구 충민로 5,5841,127.119683417898,37.4800951997748,1.94,서울특별시송파구 문정동 622
5487,송파구 문정동 624,서울 송파구 법원로 55,5841,127.12174819551,37.4798682885767,5.40,서울특별시송파구 문정동 624
5488,송파구 문정동 63-3,서울 송파구 문정로4길 10-15,5807,127.125511626406,37.4853605909777,6.50,서울특별시송파구 문정동 63-3
5489,송파구 문정동 639-5,서울 송파구 정의로7길 13,5835,127.114808606468,37.4852529035785,1.90,서울특별시송파구 문정동 639-5
5490,송파구 문정동 64-15,서울 송파구 송파대로18길 16-13,5807,127.125801963425,37.4844718884371,4.68,서울특별시송파구 문정동 64-15
5491,송파구 문정동 64-4,서울 송파구 문정로4길 22,5807,127.126005449731,37.4844523900264,4.43,서울특별시송파구 문정동 64-4
5492,송파구 문정동 65-15,서울 송파구 송파대로18길 14-7,5807,127.125356542903,37.4847108586629,5.75,서울특별시송파구 문정동 65-15
5493,송파구 문정동 652,서울 송파구 법원로4길 5,5855,127.121827920448,37.48294352839,1.85,서울특별시송파구 문정동 652
5494,송파구 문정동 652-1,서울 송파구 법원로4길 17,5855,127.122446880007,37.4831808448076,1.69,서울특별시송파구 문정동 652-1
5495,송파구 문정동 652-2,서울 송파구 송파대로 145,5855,127.123097114262,37.4833888426266,2.38,서울특별시송파구 문정동 652-2
5496,송파구 문정동 652-3,서울 송파구 송파대로 141,5855,127.123366593444,37.4828669679356,4.60,서울특별시송파구 문정동 652-3
5497,송파구 문정동 652-4,서울 송파구 법원로4길 10,5855,127.122800033846,37.4825923001326,2.23,서울특별시송파구 문정동 652-4
5498,송파구 문정동 652-5,서울 송파구 법원로4길 6,5855,127.122121028658,37.4822775609034,2.10,서울특별시송파구 문정동 652-5
5499,송파구 문정동 68-6,서울 송파구 송파대로14길 14,5808,127.125515325112,37.4835163138987,4.30,서울특별시송파구 문정동 68-6
5500,송파구 문정동 68-7,서울 송파구 송파대로14길 16,5808,127.125660747788,37.4835291338382,3.87,서울특별시송파구 문정동 68-7
5501,송파구 문정동 69-3,서울 송파구 새말로5길 3,5808,127.124531895819,37.4830439648668,7.40,서울특별시송파구 문정동 69-3
5502,송파구 문정동 7-1,서울 송파구 송이로28길 13,5796,127.126259354958,37.4898697870585,4.00,서울특별시송파구 문정동 7-1
5503,송파구 문정동 70-5,서울 송파구 새말로5길 4-16,5808,127.125581108969,37.4830991673415,3.10,서울특별시송파구 문정동 70-5
5504,송파구 문정동 72-3,서울 송파구 새말로8길 12,5817,127.125713147116,37.4816696674372,12.20,서울특별시송파구 문정동 72-3
5505,송파구 문정동 78-6,서울 송파구 새말로6길 16-7,5810,127.127177069191,37.4817342347831,2.55,서울특별시송파구 문정동 78-6
5506,송파구 문정동 79-12,서울 송파구 새말로6길 24-14,5810,127.12785262474,37.4815410503147,3.41,서울특별시송파구 문정동 79-12
5507,송파구 문정동 8-10,서울 송파구 동남로8길 25-7,5796,127.12687536237,37.489255541265,3.70,서울특별시송파구 문정동 8-10
5508,송파구 문정동 80-22,서울 송파구 새말로6길 28,5810,127.128255484758,37.4820825701963,3.65,서울특별시송파구 문정동 80-22
5509,송파구 문정동 82-2,서울 송파구 새말로12길 4,5810,127.128973102572,37.482746102393,2.88,서울특별시송파구 문정동 82-2
5510,송파구 문정동 83-24,서울 송파구 새말로 116,5810,127.126986678206,37.4826727495718,3.00,서울특별시송파구 문정동 83-24
5511,송파구 문정동 87-17,서울 송파구 새말로11길 16,5809,127.127418251916,37.4842103057196,3.20,서울특별시송파구 문정동 87-17
5512,송파구 문정동 88-1,서울 송파구 새말로11길 15,5809,127.127130048989,37.4842780115744,2.99,서울특별시송파구 문정동 88-1
5513,송파구 문정동 94-8,서울 송파구 송이로36길 42-8,5802,127.128718497416,37.4840064398318,4.00,서울특별시송파구 문정동 94-8
5514,송파구 문정동 98-2,서울 송파구 새말로6길 40,5799,127.129414891946,37.4827751723813,3.15,서울특별시송파구 문정동 98-2
5515,송파구 방이동 107-1,서울 송파구 올림픽로32길 57-24,5546,127.1133477917,37.5130946722002,2.60,서울특별시송파구 방이동 107-1
5516,송파구 방이동 109-22,서울 송파구 오금로17길 5-27,5549,127.109985004307,37.5116749861039,3.00,서울특별시송파구 방이동 109-22
5517,송파구 방이동 116-21,서울 송파구 백제고분로48나길 4,5642,127.115149930202,37.5107177028017,3.50,서울특별시송파구 방이동 116-21
5518,송파구 방이동 116-6,서울 송파구 백제고분로48길 20,5642,127.115249823345,37.5108783444922,5.78,서울특별시송파구 방이동 116-6
5519,송파구 방이동 119-7,서울 송파구 백제고분로48나길 3-23,5642,127.116104359699,37.5100884983969,2.97,서울특별시송파구 방이동 119-7
5520,송파구 방이동 120,서울 송파구 백제고분로48나길 7-13,5642,127.115663918472,37.5100079302256,2.80,서울특별시송파구 방이동 120
5521,송파구 방이동 124-3,서울 송파구 가락로33길 7,5643,127.116234155953,37.5086716317304,1.98,서울특별시송파구 방이동 124-3
5522,송파구 방이동 126-11,서울 송파구 가락로34길 5-21,5644,127.118306697273,37.509419029479,3.30,서울특별시송파구 방이동 126-11
5523,송파구 방이동 130-11,서울 송파구 가락로36길 15-22,5634,127.120465823608,37.5102482938356,3.30,서울특별시송파구 방이동 130-11
5524,송파구 방이동 134-3,서울 송파구 가락로36길 9-5,5634,127.11924944841,37.5098652498501,5.10,서울특별시송파구 방이동 134-3
5525,송파구 방이동 143-1,서울 송파구 위례성대로6길 37,5633,127.116791530552,37.5120865180066,0.55,서울특별시송파구 방이동 143-1
5526,송파구 방이동 152-25,서울 송파구 위례성대로6길 30-25,5630,127.115623885318,37.5131646364953,3.45,서울특별시송파구 방이동 152-25
5527,송파구 방이동 155-22,서울 송파구 백제고분로50길 30-4,5629,127.117790685202,37.5132848518692,6.90,서울특별시송파구 방이동 155-22
5528,송파구 방이동 157,서울 송파구 위례성대로8길 28,5629,127.118251531872,37.5125204304047,9.70,서울특별시송파구 방이동 157
5529,송파구 방이동 160-15,서울 송파구 가락로40길 3-15,5635,127.119928743318,37.5119088499699,3.00,서울특별시송파구 방이동 160-15
5530,송파구 방이동 164-17,서울 송파구 가락로42길 15-6,5636,127.121691480878,37.5122305975281,2.10,서울특별시송파구 방이동 164-17
5531,송파구 방이동 166,서울 송파구 위례성대로10길 5,5636,127.121837321297,37.5134406752647,4.80,서울특별시송파구 방이동 166
5532,송파구 방이동 168,서울 송파구 위례성대로 76,5628,127.120364842749,37.5142062358932,30.00,서울특별시송파구 방이동 168
5533,송파구 방이동 169-15,서울 송파구 백제고분로50길 41-27,5628,127.119828650625,37.5140359508173,6.29,서울특별시송파구 방이동 169-15
5534,송파구 방이동 170-6,서울 송파구 위례성대로8길 16,5628,127.118980167267,37.513512154201,5.30,서울특별시송파구 방이동 170-6
5535,송파구 방이동 174-3,서울 송파구 위례성대로6길 14,5627,127.117830561317,37.514187347331,7.90,서울특별시송파구 방이동 174-3
5536,송파구 방이동 177,서울 송파구 위례성대로 42,5627,127.116874149536,37.5156004401146,17.50,서울특별시송파구 방이동 177
5537,송파구 방이동 193-35,서울 송파구 위례성대로14길 13,5637,127.123199638041,37.5118713356482,4.00,서울특별시송파구 방이동 193-35
5538,송파구 방이동 210-1,서울 송파구 마천로 1,5640,127.121855932787,37.5105564529325,6.20,서울특별시송파구 방이동 210-1
5539,송파구 방이동 212-8,서울 송파구 오금로31길 27,5646,127.122363991153,37.5086093984081,13.85,서울특별시송파구 방이동 212-8
5540,송파구 방이동 217,서울 송파구 양재대로 1109,5647,127.124169148232,37.5075413562169,16.40,서울특별시송파구 방이동 217
5541,송파구 방이동 22-5,서울 송파구 오금로 87,5542,127.107422522041,37.5146466020054,3.70,서울특별시송파구 방이동 22-5
5542,송파구 방이동 222,서울 송파구 오금로27길 16,5645,127.121053732434,37.5075799994489,6.50,서울특별시송파구 방이동 222
5543,송파구 방이동 222-6,서울 송파구 오금로25길 21,5645,127.120641600093,37.5069522407502,4.50,서울특별시송파구 방이동 222-6
5544,송파구 방이동 225,서울 송파구 양재대로 1089,5647,127.122656614403,37.5061373693844,18.00,서울특별시송파구 방이동 225
5545,송파구 방이동 38-4,서울 송파구 오금로11길 29-11,5543,127.11018136733,37.515682016609,1.30,서울특별시송파구 방이동 38-4
5546,송파구 방이동 39,서울 송파구 올림픽로34길 6,5543,127.110392926552,37.5160914151536,2.85,서울특별시송파구 방이동 39
5547,송파구 방이동 40-3,서울 송파구 올림픽로 374,5544,127.111818091986,37.5168790830303,2.05,서울특별시송파구 방이동 40-3
5548,송파구 방이동 41-1,서울 송파구 올림픽로34길 5-23,5544,127.11166847539,37.5165986522052,2.04,서울특별시송파구 방이동 41-1
5549,송파구 방이동 42,서울 송파구 올림픽로34길 5-14,5544,127.111340654189,37.5161317014317,2.90,서울특별시송파구 방이동 42
5550,송파구 방이동 43,서울 송파구 오금로11길 37,5544,127.111141737238,37.5157080568442,1.90,서울특별시송파구 방이동 43
5551,송파구 방이동 44-3,서울 송파구 위례성대로 6,5544,127.113106002269,37.5169424586722,3.70,서울특별시송파구 방이동 44-3
5552,송파구 방이동 46-2,서울 송파구 오금로11길 45,5544,127.11243282964,37.516021375158,3.90,서울특별시송파구 방이동 46-2
5553,송파구 방이동 47,서울 송파구 위례성대로2길 8,5544,127.113156404965,37.5164620856362,2.05,서울특별시송파구 방이동 47
5554,송파구 방이동 47-2,서울 송파구 오금로11길 47-16,5544,127.112971682519,37.5161575431861,3.40,서울특별시송파구 방이동 47-2
5555,송파구 방이동 48-3,서울 송파구 위례성대로2길 13,5545,127.113303427639,37.5157715059405,3.18,서울특별시송파구 방이동 48-3
5556,송파구 방이동 49-5,서울 송파구 오금로11길 59,5545,127.113571687013,37.515293626462,1.10,서울특별시송파구 방이동 49-5
5557,송파구 방이동 50-10,서울 송파구 오금로11길 63-13,5545,127.114510830541,37.5154956256603,3.80,서울특별시송파구 방이동 50-10
5558,송파구 방이동 51,서울 송파구 백제고분로 505,5545,127.114988678888,37.5155342649717,2.13,서울특별시송파구 방이동 51
5559,송파구 방이동 51-10,서울 송파구 백제고분로 507,5545,127.115075311253,37.5156736559066,2.40,서울특별시송파구 방이동 51-10
5560,송파구 방이동 51-4,서울 송파구 백제고분로 497,5545,127.114485862279,37.5149227018459,6.23,서울특별시송파구 방이동 51-4
5561,송파구 방이동 89,서울 송파구 양재대로 1218,5649,127.136371627591,37.5175616546675,21.00,서울특별시송파구 방이동 89
5562,송파구 방이동 93-1,서울 송파구 올림픽로32길 36-17,5549,127.110020025547,37.5123398943351,3.15,서울특별시송파구 방이동 93-1
5563,송파구 삼전동 118-4,서울 송파구 삼학사로13길 24-1,5604,127.094227204467,37.5036302023106,5.30,서울특별시송파구 삼전동 118-4
5564,송파구 삼전동 118-5,서울 송파구 백제고분로31길 11-17,5604,127.094426756184,37.5037613194301,3.38,서울특별시송파구 삼전동 118-5
5565,송파구 삼전동 121-5,서울 송파구 백제고분로31길 12-14,5603,127.096186450604,37.5035322156786,4.29,서울특별시송파구 삼전동 121-5
5566,송파구 삼전동 122-6,서울 송파구 백제고분로31길 12-15,5603,127.096373758617,37.5037259593417,2.10,서울특별시송파구 삼전동 122-6
5567,송파구 삼전동 123-6,서울 송파구 삼전로10길 60,5603,127.095861626291,37.504315993839,2.19,서울특별시송파구 삼전동 123-6
5568,송파구 삼전동 128-3,서울 송파구 백제고분로31길 32-11,5602,127.096422749646,37.5055888374668,2.45,서울특별시송파구 삼전동 128-3
5569,송파구 삼전동 167-19,서울 송파구 백제고분로32길 26-23,5588,127.09349993253,37.5002178613899,4.35,서울특별시송파구 삼전동 167-19
